"MeasureName","State","ReportYear","Value"
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,34
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,8
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,21
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,3
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,26
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,5
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,11
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,19
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,24
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,13
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,9
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,28
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,10
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,17
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","New York",1999,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,7
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,10
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,44
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,15
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,32
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,40
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,22
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,18
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,30
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,35
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,20
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,12
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,35
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,69
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,32
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,29
"Number of days with maximum 8-hour average ozone concentration over the National Ambient Air Quality Standard","North Carolina",1999,18
