"Indicator","Phase","State","Value","Year","Month"
"Symptoms of Anxiety Disorder","1","Kentucky",27.7,"2020","May"
"Symptoms of Anxiety Disorder","1","Louisiana",27.9,"2020","May"
"Symptoms of Anxiety Disorder","1","Maine",30.6,"2020","May"
"Symptoms of Anxiety Disorder","1","Maryland",28.3,"2020","May"
"Symptoms of Anxiety Disorder","1","Massachusetts",27.4,"2020","May"
"Symptoms of Anxiety Disorder","1","Michigan",28.5,"2020","May"
"Symptoms of Anxiety Disorder","1","Minnesota",27.1,"2020","May"
"Symptoms of Anxiety Disorder","1","Mississippi",36.1,"2020","May"
"Symptoms of Anxiety Disorder","1","Missouri",30.4,"2020","May"
"Symptoms of Anxiety Disorder","1","Montana",25.7,"2020","May"
"Symptoms of Anxiety Disorder","1","Nebraska",23.3,"2020","May"
"Symptoms of Anxiety Disorder","1","Nevada",29,"2020","May"
"Symptoms of Anxiety Disorder","1","New Hampshire",25.2,"2020","May"
"Symptoms of Anxiety Disorder","1","New Jersey",34.4,"2020","May"
"Symptoms of Anxiety Disorder","1","New Mexico",29.6,"2020","May"
"Symptoms of Anxiety Disorder","1","New York",26.8,"2020","May"
"Symptoms of Anxiety Disorder","1","North Carolina",28.4,"2020","May"
"Symptoms of Anxiety Disorder","1","North Dakota",26.2,"2020","May"
"Symptoms of Anxiety Disorder","1","Ohio",26.2,"2020","May"
"Symptoms of Anxiety Disorder","1","Oklahoma",25.2,"2020","May"
"Symptoms of Anxiety Disorder","1","Oregon",24.2,"2020","May"
"Symptoms of Anxiety Disorder","1","Pennsylvania",25.8,"2020","May"
"Symptoms of Anxiety Disorder","1","Rhode Island",23.9,"2020","May"
"Symptoms of Anxiety Disorder","1","South Carolina",28.5,"2020","May"
"Symptoms of Anxiety Disorder","1","South Dakota",22.3,"2020","May"
"Symptoms of Anxiety Disorder","1","Tennessee",24.8,"2020","May"
"Symptoms of Anxiety Disorder","1","Texas",28.8,"2020","May"
"Symptoms of Anxiety Disorder","1","Utah",26.1,"2020","May"
"Symptoms of Anxiety Disorder","1","Vermont",25.8,"2020","May"
"Symptoms of Anxiety Disorder","1","Virginia",26.8,"2020","May"
"Symptoms of Anxiety Disorder","1","Washington",28.9,"2020","May"
"Symptoms of Anxiety Disorder","1","West Virginia",29.3,"2020","May"
"Symptoms of Anxiety Disorder","1","Wisconsin",23.4,"2020","May"
"Symptoms of Anxiety Disorder","1","Wyoming",24.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Alabama",25.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Alaska",32.7,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Arizona",32.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Arkansas",35.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","California",38.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Colorado",33.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Connecticut",33.9,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Delaware",31.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","District of Columbia",37.3,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Florida",33.5,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Georgia",33.6,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Hawaii",29.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Idaho",27.6,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Illinois",35.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Indiana",37.3,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Iowa",23.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Kansas",31.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Kentucky",35.5,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Louisiana",34.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Maine",34.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Maryland",32.7,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Massachusetts",32,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Michigan",35,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Minnesota",29.7,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Mississippi",44.3,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Missouri",35.4,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Montana",29.7,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Nebraska",26.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Nevada",36.9,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New Hampshire",28.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New Jersey",39.3,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New Mexico",37.4,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New York",34.9,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","North Carolina",32.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","North Dakota",31.9,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Ohio",33.9,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Oklahoma",29.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Oregon",31.7,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Pennsylvania",30,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Rhode Island",26.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","South Carolina",31.3,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","South Dakota",27.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Tennessee",32.5,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Texas",34.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Utah",30.3,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Vermont",29.6,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Virginia",32.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Washington",33,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","West Virginia",34.3,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Wisconsin",28,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Wyoming",28,"2020","May"
"Symptoms of Depressive Disorder","1","Alabama",20.9,"2020","May"
"Symptoms of Depressive Disorder","1","Alaska",26.8,"2020","May"
"Symptoms of Depressive Disorder","1","Arizona",25.1,"2020","May"
"Symptoms of Depressive Disorder","1","Arkansas",23.8,"2020","May"
"Symptoms of Depressive Disorder","1","California",26.9,"2020","May"
"Symptoms of Depressive Disorder","1","Colorado",25.5,"2020","May"
"Symptoms of Depressive Disorder","1","Connecticut",21,"2020","May"
"Symptoms of Depressive Disorder","1","Delaware",22.7,"2020","May"
"Symptoms of Depressive Disorder","1","District of Columbia",20.9,"2020","May"
"Symptoms of Depressive Disorder","1","Florida",28.6,"2020","May"
"Symptoms of Depressive Disorder","1","Georgia",27.7,"2020","May"
"Symptoms of Depressive Disorder","1","Hawaii",18.5,"2020","May"
"Symptoms of Depressive Disorder","1","Idaho",18.9,"2020","May"
"Symptoms of Depressive Disorder","1","Illinois",24.2,"2020","May"
"Symptoms of Depressive Disorder","1","Indiana",24.8,"2020","May"
"Symptoms of Depressive Disorder","1","Iowa",17.6,"2020","May"
"Symptoms of Depressive Disorder","1","Kansas",25.2,"2020","May"
"Symptoms of Depressive Disorder","1","Kentucky",23.2,"2020","May"
"Symptoms of Depressive Disorder","1","Louisiana",31.1,"2020","May"
"Symptoms of Depressive Disorder","1","Maine",18.5,"2020","May"
"Symptoms of Depressive Disorder","1","Maryland",22.9,"2020","May"
"Symptoms of Depressive Disorder","1","Massachusetts",20.3,"2020","May"
"Symptoms of Depressive Disorder","1","Michigan",25.1,"2020","May"
"Symptoms of Depressive Disorder","1","Minnesota",17.7,"2020","May"
"Symptoms of Depressive Disorder","1","Mississippi",27.7,"2020","May"
"Symptoms of Depressive Disorder","1","Missouri",24.3,"2020","May"
"Symptoms of Depressive Disorder","1","Montana",22.2,"2020","May"
"Symptoms of Depressive Disorder","1","Nebraska",17.2,"2020","May"
"Symptoms of Depressive Disorder","1","Nevada",27.1,"2020","May"
"Symptoms of Depressive Disorder","1","New Hampshire",22.2,"2020","May"
"Symptoms of Depressive Disorder","1","New Jersey",22.9,"2020","May"
"Symptoms of Depressive Disorder","1","New Mexico",28.7,"2020","May"
"Symptoms of Depressive Disorder","1","New York",23.7,"2020","May"
"Symptoms of Depressive Disorder","1","North Carolina",22.1,"2020","May"
"Symptoms of Depressive Disorder","1","North Dakota",19.8,"2020","May"
"Symptoms of Depressive Disorder","1","Ohio",27.4,"2020","May"
"Symptoms of Depressive Disorder","1","Oklahoma",27.5,"2020","May"
"Symptoms of Depressive Disorder","1","Oregon",24.2,"2020","May"
"Symptoms of Depressive Disorder","1","Pennsylvania",25.9,"2020","May"
"Symptoms of Depressive Disorder","1","Rhode Island",21.4,"2020","May"
"Symptoms of Depressive Disorder","1","South Carolina",21.7,"2020","May"
"Symptoms of Depressive Disorder","1","South Dakota",25.8,"2020","May"
"Symptoms of Depressive Disorder","1","Tennessee",22.5,"2020","May"
"Symptoms of Depressive Disorder","1","Texas",28.8,"2020","May"
"Symptoms of Depressive Disorder","1","Utah",24.9,"2020","May"
"Symptoms of Depressive Disorder","1","Vermont",19.4,"2020","May"
"Symptoms of Depressive Disorder","1","Virginia",22.3,"2020","May"
"Symptoms of Depressive Disorder","1","Washington",22.2,"2020","May"
"Symptoms of Depressive Disorder","1","West Virginia",22,"2020","May"
"Symptoms of Depressive Disorder","1","Wisconsin",20.8,"2020","May"
"Symptoms of Depressive Disorder","1","Wyoming",18.8,"2020","May"
"Symptoms of Anxiety Disorder","1","Alabama",25.2,"2020","May"
"Symptoms of Anxiety Disorder","1","Alaska",31.6,"2020","May"
"Symptoms of Anxiety Disorder","1","Arizona",29.3,"2020","May"
"Symptoms of Anxiety Disorder","1","Arkansas",28.6,"2020","May"
"Symptoms of Anxiety Disorder","1","California",30.4,"2020","May"
"Symptoms of Anxiety Disorder","1","Colorado",28.8,"2020","May"
"Symptoms of Anxiety Disorder","1","Connecticut",24.7,"2020","May"
"Symptoms of Anxiety Disorder","1","Delaware",24.2,"2020","May"
"Symptoms of Anxiety Disorder","1","District of Columbia",29.9,"2020","May"
"Symptoms of Anxiety Disorder","1","Florida",34.1,"2020","May"
"Symptoms of Anxiety Disorder","1","Georgia",32.6,"2020","May"
"Symptoms of Anxiety Disorder","1","Hawaii",19.6,"2020","May"
"Symptoms of Anxiety Disorder","1","Idaho",22.1,"2020","May"
"Symptoms of Anxiety Disorder","1","Illinois",30.3,"2020","May"
"Symptoms of Anxiety Disorder","1","Indiana",30.5,"2020","May"
"Symptoms of Anxiety Disorder","1","Iowa",20.6,"2020","May"
"Symptoms of Anxiety Disorder","1","Kansas",30.1,"2020","May"
"Symptoms of Anxiety Disorder","1","Kentucky",30.8,"2020","May"
"Symptoms of Anxiety Disorder","1","Louisiana",36,"2020","May"
"Symptoms of Anxiety Disorder","1","Maine",24.5,"2020","May"
"Symptoms of Anxiety Disorder","1","Maryland",25.8,"2020","May"
"Symptoms of Anxiety Disorder","1","Massachusetts",25.5,"2020","May"
"Symptoms of Anxiety Disorder","1","Michigan",27.5,"2020","May"
"Symptoms of Anxiety Disorder","1","Minnesota",22.8,"2020","May"
"Symptoms of Anxiety Disorder","1","Mississippi",31.9,"2020","May"
"Symptoms of Anxiety Disorder","1","Missouri",29,"2020","May"
"Symptoms of Anxiety Disorder","1","Montana",24.3,"2020","May"
"Symptoms of Anxiety Disorder","1","Nebraska",22.6,"2020","May"
"Symptoms of Anxiety Disorder","1","Nevada",35.6,"2020","May"
"Symptoms of Anxiety Disorder","1","New Hampshire",24.6,"2020","May"
"Symptoms of Anxiety Disorder","1","New Jersey",26.2,"2020","May"
"Symptoms of Anxiety Disorder","1","New Mexico",35.4,"2020","May"
"Symptoms of Anxiety Disorder","1","New York",30.6,"2020","May"
"Symptoms of Anxiety Disorder","1","North Carolina",27.5,"2020","May"
"Symptoms of Anxiety Disorder","1","North Dakota",22.1,"2020","May"
"Symptoms of Anxiety Disorder","1","Ohio",29.8,"2020","May"
"Symptoms of Anxiety Disorder","1","Oklahoma",27.3,"2020","May"
"Symptoms of Anxiety Disorder","1","Oregon",32.1,"2020","May"
"Symptoms of Anxiety Disorder","1","Pennsylvania",28,"2020","May"
"Symptoms of Anxiety Disorder","1","Rhode Island",30.6,"2020","May"
"Symptoms of Anxiety Disorder","1","South Carolina",27,"2020","May"
"Symptoms of Anxiety Disorder","1","South Dakota",30.4,"2020","May"
"Symptoms of Anxiety Disorder","1","Tennessee",29.6,"2020","May"
"Symptoms of Anxiety Disorder","1","Texas",32.6,"2020","May"
"Symptoms of Anxiety Disorder","1","Utah",25.5,"2020","May"
"Symptoms of Anxiety Disorder","1","Vermont",23.3,"2020","May"
"Symptoms of Anxiety Disorder","1","Virginia",28.7,"2020","May"
"Symptoms of Anxiety Disorder","1","Washington",26.8,"2020","May"
"Symptoms of Anxiety Disorder","1","West Virginia",34.5,"2020","May"
"Symptoms of Anxiety Disorder","1","Wisconsin",24.7,"2020","May"
"Symptoms of Anxiety Disorder","1","Wyoming",24,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Alabama",28.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Alaska",36.4,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Arizona",35.5,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Arkansas",33.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","California",36.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Colorado",33.5,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Connecticut",28,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Delaware",31.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","District of Columbia",34.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Florida",39.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Georgia",37.5,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Hawaii",26.6,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Idaho",24.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Illinois",35.6,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Indiana",35.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Iowa",25.9,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Kansas",33.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Kentucky",34.7,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Louisiana",41.4,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Maine",27.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Maryland",31.6,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Massachusetts",29.5,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Michigan",32.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Minnesota",26.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Mississippi",37.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Missouri",32.9,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Montana",30.7,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Nebraska",28.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Nevada",40.7,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New Hampshire",31.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New Jersey",31.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New Mexico",39.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","New York",34.4,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","North Carolina",32.3,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","North Dakota",28.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Ohio",34.6,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Oklahoma",32.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Oregon",35.3,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Pennsylvania",33.9,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Rhode Island",33.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","South Carolina",32.2,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","South Dakota",36.3,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Tennessee",33.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Texas",37.7,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Utah",31.9,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Vermont",28.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Virginia",33.1,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Washington",31.8,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","West Virginia",37.9,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Wisconsin",28.9,"2020","May"
"Symptoms of Anxiety Disorder or Depressive Disorder","1","Wyoming",28.3,"2020","May"
"Symptoms of Depressive Disorder","1","Alabama",28.4,"2020","Jun"
"Symptoms of Depressive Disorder","1","Alaska",24.4,"2020","Jun"
"Symptoms of Depressive Disorder","1","Arizona",23.9,"2020","Jun"
